3-2_(1É–-3É–)1É–RequirementTable_3É–Cap_[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ñkäCìπ 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkäCìπ 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
30Å`40%,0,0,0,210,695,0,0,0,30Å`40%,0,0,70,320,726,0,0,0,30Å`40%,5,0,69,320,411,0,0,0,30Å`40%,0,0,391,217,65,0,0,0,30Å`40%,0,0,289,380,407,0,0,0,30Å`40%,0,0,92,247,402,0,0,4,30Å`40%,0,71,188,250,326,0,0,4,30Å`40%,0,0,0,351,128,0,0,0,30Å`40%,0,0,0,435,276,0,0,0,30Å`40%,0,0,0,0,0,102,0,0,30Å`40%,0,0,219,795,819,0,0,0,30Å`40%,0,0,116,262,593,333,15,0
40Å`50%,0,0,0,356,865,433,1,0,40Å`50%,12,0,220,443,867,0,0,0,40Å`50%,21,0,166,518,870,0,0,0,40Å`50%,21,0,235,480,82,17,0,0,40Å`50%,15,0,160,562,415,0,0,0,40Å`50%,3,0,322,594,283,0,0,7,40Å`50%,8,89,246,333,420,0,0,11,40Å`50%,8,0,192,551,195,0,0,5,40Å`50%,0,0,0,761,407,0,0,0,40Å`50%,0,0,0,0,1102,87,0,0,40Å`50%,0,0,34,614,1398,0,0,0,40Å`50%,0,0,116,292,984,497,10,0
50Å`60%,0,0,0,502,905,524,17,0,50Å`60%,22,0,370,599,828,378,0,6,50Å`60%,24,0,364,437,613,124,0,19,50Å`60%,24,0,143,556,496,82,0,22,50Å`60%,8,0,83,721,64,0,0,5,50Å`60%,16,0,215,864,157,0,0,16,50Å`60%,15,1,218,872,67,0,0,15,50Å`60%,0,0,152,952,612,0,0,17,50Å`60%,0,0,0,1474,573,0,0,0,50Å`60%,0,0,0,296,1002,71,0,0,50Å`60%,0,0,54,708,406,0,0,0,50Å`60%,0,0,115,322,659,381,15,0
60Å`70%,42,0,274,609,944,614,37,4,60Å`70%,27,0,191,383,788,771,0,4,60Å`70%,27,0,112,357,356,0,0,0,60Å`70%,0,0,0,625,262,0,0,23,60Å`70%,18,0,79,223,0,0,0,14,60Å`70%,30,0,0,622,31,0,0,39,60Å`70%,21,0,141,726,36,0,0,15,60Å`70%,0,0,137,1075,0,0,0,0,60Å`70%,0,0,160,1002,0,0,0,0,60Å`70%,0,0,0,776,733,126,0,0,60Å`70%,15,0,75,401,311,0,0,0,60Å`70%,39,0,115,387,516,610,17,0
70Å`80%,33,0,0,752,950,520,30,12,70Å`80%,13,0,0,478,859,0,0,0,70Å`80%,7,0,0,526,314,0,0,0,70Å`80%,0,0,0,520,0,0,0,24,70Å`80%,29,0,75,0,0,0,0,33,70Å`80%,44,0,0,0,0,0,0,62,70Å`80%,27,0,0,0,0,0,0,9,70Å`80%,0,0,1,0,0,0,0,0,70Å`80%,0,0,0,0,0,0,0,0,70Å`80%,0,0,0,465,464,180,0,0,70Å`80%,24,0,95,260,217,0,0,0,70Å`80%,27,0,0,350,359,278,17,4
80Å`90%,0,0,0,895,613,331,24,20,80Å`90%,0,0,0,470,0,0,0,0,80Å`90%,0,0,0,0,0,0,0,0,80Å`90%,0,0,0,0,0,0,0,25,80Å`90%,40,0,71,0,0,0,0,131,80Å`90%,57,0,0,0,0,0,0,141,80Å`90%,33,0,0,0,0,0,0,97,80Å`90%,0,0,0,0,0,0,0,0,80Å`90%,0,0,0,0,0,0,0,0,80Å`90%,0,0,114,154,194,0,0,0,80Å`90%,0,0,116,119,123,0,0,0,80Å`90%,0,0,0,112,184,146,18,18
90Å`100%,0,0,0,0,0,0,18,27,90Å`100%,0,0,0,0,0,0,0,0,90Å`100%,0,0,0,0,0,0,0,0,90Å`100%,0,0,0,0,0,0,0,26,90Å`100%,69,0,66,0,0,0,0,154,90Å`100%,71,0,0,0,0,0,0,165,90Å`100%,98,0,0,0,0,0,0,169,90Å`100%,0,0,0,0,0,0,0,0,90Å`100%,0,0,0,0,0,0,0,0,90Å`100%,0,0,0,0,0,0,0,0,90Å`100%,0,0,0,0,0,0,0,15,90Å`100%,0,0,0,0,10,14,18,28
ñkó§ 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ñkó§ 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,0,0,0,8,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,2,0,0,0Å`10%,0,0,1,0,0,0,0,0,0Å`10%,0,0,0,1,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,1,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0
10Å`20%,0,0,0,0,3,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,19,15,12,9,6,2,0,10Å`20%,0,27,18,5,9,7,2,0,10Å`20%,0,0,0,4,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,2,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,1,2,2,3,3,4,0
20Å`30%,0,0,0,0,38,12,1,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,6,8,6,5,4,0,20Å`30%,0,16,18,15,11,7,5,0,20Å`30%,0,9,8,6,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,3,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,8,10,12,0,0,0
30Å`40%,0,0,0,0,10,6,3,0,30Å`40%,0,0,0,0,6,0,0,1,30Å`40%,0,0,0,0,0,0,0,0,30Å`40%,0,0,0,0,0,0,2,1,30Å`40%,0,0,2,3,4,4,2,0,30Å`40%,0,5,16,13,10,7,2,0,30Å`40%,0,27,16,9,0,0,0,0,30Å`40%,0,0,0,0,0,0,0,0,30Å`40%,0,0,0,3,0,0,0,0,30Å`40%,0,0,0,0,0,0,0,0,30Å`40%,0,0,0,0,0,0,0,0,30Å`40%,0,0,6,10,0,0,0,0
40Å`50%,0,1,2,2,3,3,4,0,40Å`50%,0,0,0,0,5,0,0,1,40Å`50%,0,0,0,0,0,0,0,2,40Å`50%,0,0,0,0,0,0,5,3,40Å`50%,0,0,0,3,5,5,5,0,40Å`50%,4,0,13,11,9,7,7,0,40Å`50%,0,1,6,11,0,0,0,0,40Å`50%,0,0,0,0,0,0,0,0,40Å`50%,0,0,0,4,0,0,0,4,40Å`50%,0,0,0,0,0,0,0,3,40Å`50%,0,0,0,0,0,0,0,4,40Å`50%,0,0,0,9,0,0,0,0
50Å`60%,0,2,3,3,4,5,5,0,50Å`60%,0,0,0,0,4,4,5,2,50Å`60%,0,0,0,0,46,26,6,4,50Å`60%,2,0,0,1,2,4,5,4,50Å`60%,1,0,0,0,7,7,6,0,50Å`60%,1,0,9,8,7,6,11,4,50Å`60%,2,1,1,14,0,0,0,1,50Å`60%,0,0,0,0,0,0,0,0,50Å`60%,0,0,0,4,0,0,0,4,50Å`60%,0,0,0,0,0,0,0,4,50Å`60%,0,0,0,0,0,0,0,4,50Å`60%,0,0,0,9,0,0,0,0
60Å`70%,1,1,2,2,2,2,2,0,60Å`70%,1,0,0,0,3,3,4,1,60Å`70%,0,0,0,0,0,0,0,6,60Å`70%,5,0,0,0,0,0,0,8,60Å`70%,19,0,0,0,0,0,0,7,60Å`70%,8,0,6,6,6,6,2,6,60Å`70%,5,3,10,16,0,0,0,2,60Å`70%,6,0,0,0,0,0,0,6,60Å`70%,0,0,0,5,0,0,0,2,60Å`70%,0,0,0,0,0,0,0,2,60Å`70%,0,0,0,0,0,0,0,1,60Å`70%,0,0,0,9,0,0,0,0
70Å`80%,2,1,3,3,3,3,3,2,70Å`80%,0,1,1,2,2,3,2,2,70Å`80%,0,0,0,0,0,0,0,8,70Å`80%,4,0,0,0,0,0,0,8,70Å`80%,5,0,0,0,0,0,0,10,70Å`80%,14,0,3,4,5,6,7,10,70Å`80%,10,5,10,19,0,0,0,4,70Å`80%,3,0,0,0,0,0,0,10,70Å`80%,4,0,0,5,0,0,0,2,70Å`80%,0,0,0,14,0,0,0,2,70Å`80%,0,0,0,0,19,4,0,1,70Å`80%,0,0,0,9,0,0,0,0
80Å`90%,0,0,0,12,9,7,4,3,80Å`90%,0,0,0,0,0,0,2,5,80Å`90%,0,0,0,0,0,0,0,11,80Å`90%,18,0,0,0,0,0,0,7,80Å`90%,17,0,0,0,0,0,0,2,80Å`90%,20,0,0,0,0,0,4,0,80Å`90%,2,0,0,21,0,0,0,0,80Å`90%,1,0,0,0,0,0,0,9,80Å`90%,5,0,0,3,0,0,0,8,80Å`90%,5,0,0,10,0,0,0,5,80Å`90%,5,0,0,0,0,0,0,1,80Å`90%,2,0,0,9,0,0,0,0
90Å`100%,0,0,0,0,0,0,5,4,90Å`100%,0,0,0,0,0,0,0,8,90Å`100%,0,0,0,0,0,0,0,13,90Å`100%,1,0,0,0,0,0,0,20,90Å`100%,19,0,0,0,0,0,0,17,90Å`100%,19,0,0,0,0,0,1,0,90Å`100%,19,0,0,24,0,0,0,0,90Å`100%,0,0,0,0,0,0,0,14,90Å`100%,0,0,0,1,4,6,0,0,90Å`100%,0,0,6,5,5,4,0,0,90Å`100%,0,0,0,0,0,0,0,4,90Å`100%,0,0,0,0,0,0,0,3
ä÷êº 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,ä÷êº 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,2,15,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,2,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,2,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,2,0,0
10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,2,11,0,0,0,10Å`20%,0,10,30,50,69,0,0,0,10Å`20%,0,10,16,15,15,8,13,0,10Å`20%,0,0,0,0,0,8,13,0,10Å`20%,0,0,0,0,0,2,2,0,10Å`20%,0,0,0,0,0,9,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,23,0,2
20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,8,7,3,6,0,0,0,20Å`30%,0,1,33,66,98,50,1,0,20Å`30%,0,5,25,90,62,14,5,0,20Å`30%,0,0,0,0,0,36,9,0,20Å`30%,0,0,0,0,0,13,1,0,20Å`30%,0,0,0,0,0,8,0,0,20Å`30%,0,0,0,0,226,23,0,0,20Å`30%,0,0,0,0,83,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,0,8,100,0,3
30Å`40%,0,11,77,227,336,0,0,0,30Å`40%,0,7,8,9,10,11,0,0,30Å`40%,0,6,5,3,2,1,0,3,30Å`40%,0,3,48,93,264,65,0,0,30Å`40%,0,5,84,432,316,132,1,0,30Å`40%,0,0,0,0,0,87,6,0,30Å`40%,0,0,0,0,0,24,0,0,30Å`40%,0,0,0,0,0,7,0,6,30Å`40%,0,0,0,280,354,85,0,0,30Å`40%,0,0,0,314,230,146,0,0,30Å`40%,0,0,140,139,139,0,0,0,30Å`40%,0,0,0,0,334,72,0,2
40Å`50%,0,1,101,370,308,0,0,4,40Å`50%,0,8,76,271,212,13,0,3,40Å`50%,0,2,107,211,156,129,0,2,40Å`50%,0,5,63,121,429,100,0,0,40Å`50%,7,5,144,240,184,99,13,0,40Å`50%,6,8,7,6,5,4,4,0,40Å`50%,0,0,0,0,0,119,0,0,40Å`50%,0,0,0,0,0,17,0,4,40Å`50%,0,0,0,263,94,28,0,0,40Å`50%,0,0,0,346,521,135,0,0,40Å`50%,0,0,27,434,365,31,0,0,40Å`50%,0,0,0,452,391,135,6,6
50Å`60%,0,5,63,460,363,112,15,5,50Å`60%,0,5,189,454,684,14,0,7,50Å`60%,0,3,201,350,387,124,0,5,50Å`60%,0,6,210,394,486,135,0,0,50Å`60%,4,4,203,281,358,152,5,0,50Å`60%,5,0,12,68,64,207,0,0,50Å`60%,2,0,0,0,0,245,0,0,50Å`60%,2,0,0,119,156,384,0,5,50Å`60%,0,0,0,245,145,70,0,0,50Å`60%,0,0,0,224,466,346,0,16,50Å`60%,0,0,61,331,253,119,0,8,50Å`60%,0,0,0,562,568,66,0,4
60Å`70%,1,7,39,550,608,88,0,6,60Å`70%,2,2,72,638,766,78,0,10,60Å`70%,3,20,182,488,589,161,0,14,60Å`70%,2,42,284,338,696,404,0,16,60Å`70%,2,4,81,429,532,271,9,4,60Å`70%,2,0,17,434,463,141,0,0,60Å`70%,0,0,0,543,475,273,0,0,60Å`70%,0,0,0,525,582,209,0,6,60Å`70%,0,0,0,226,46,4,0,5,60Å`70%,0,0,0,34,411,372,0,14,60Å`70%,0,0,68,229,391,207,0,5,60Å`70%,0,1,343,673,772,194,0,0
70Å`80%,6,8,94,504,737,112,0,6,70Å`80%,3,7,77,533,713,54,0,19,70Å`80%,8,7,71,376,485,199,0,19,70Å`80%,8,10,142,473,697,449,0,21,70Å`80%,2,0,135,577,628,372,0,16,70Å`80%,0,0,22,193,491,322,0,15,70Å`80%,0,0,21,339,445,300,0,0,70Å`80%,0,0,0,297,423,34,0,7,70Å`80%,0,0,0,234,62,0,0,20,70Å`80%,0,0,10,124,591,506,0,20,70Å`80%,0,0,43,250,528,295,0,15,70Å`80%,0,2,157,622,1086,340,0,0
80Å`90%,0,6,145,506,866,137,0,10,80Å`90%,7,0,195,428,661,204,0,13,80Å`90%,3,0,147,264,382,236,0,17,80Å`90%,0,1,121,608,698,1112,0,21,80Å`90%,0,0,49,370,724,810,0,24,80Å`90%,0,0,0,58,601,504,0,20,80Å`90%,0,0,0,135,651,452,0,18,80Å`90%,0,0,0,69,93,0,0,11,80Å`90%,0,0,0,242,0,0,0,9,80Å`90%,0,0,0,213,771,619,0,8,80Å`90%,0,0,19,470,917,383,0,0,80Å`90%,0,3,79,571,1400,449,0,0
90Å`100%,0,3,59,165,237,326,0,0,90Å`100%,5,0,0,0,0,353,0,5,90Å`100%,0,0,0,0,0,33,0,9,90Å`100%,0,0,0,0,88,0,0,6,90Å`100%,0,0,0,0,837,253,0,14,90Å`100%,0,0,0,10,848,253,0,15,90Å`100%,0,0,0,225,876,307,0,32,90Å`100%,0,0,0,0,0,0,0,5,90Å`100%,0,0,0,0,0,0,0,3,90Å`100%,0,0,0,90,193,0,0,3,90Å`100%,0,0,0,326,323,321,0,0,90Å`100%,0,3,29,337,329,322,0,0
íÜçë 2026/4,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/5,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/6,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/7,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/8,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/9,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/10,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/11,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2026/12,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2027/1,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2027/2,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû,íÜçë 2027/3,0Å`3éû,3Å`6éû,6Å`9éû,9Å`12éû,12Å`15éû,15Å`18éû,18Å`21éû,21Å`24éû
0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,2,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0,0Å`10%,0,0,0,0,0,0,0,0
10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,124,27,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,43,0,0,0,0,10Å`20%,0,0,0,0,0,0,0,0,10Å`20%,0,0,0,73,0,0,0,0,10Å`20%,0,0,0,63,0,0,0,0
20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,0,15,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,17,0,0,0,0,20Å`30%,0,0,0,134,290,91,0,0,20Å`30%,0,0,0,0,256,0,0,0,20Å`30%,0,0,0,0,248,0,0,0,20Å`30%,0,0,0,93,0,0,0,0,20Å`30%,0,0,0,0,0,0,0,0,20Å`30%,0,0,0,63,24,26,0,0,20Å`30%,0,0,0,55,43,0,0,0
30Å`40%,0,0,0,0,296,172,47,0,30Å`40%,0,0,0,0,262,82,14,0,30Å`40%,0,0,0,0,100,150,1,0,30Å`40%,0,0,0,0,145,189,0,1,30Å`40%,0,0,0,18,48,159,0,0,30Å`40%,0,0,0,95,299,62,0,0,30Å`40%,0,0,0,90,245,0,0,0,30Å`40%,0,0,0,90,241,0,0,0,30Å`40%,0,0,0,138,98,52,0,0,30Å`40%,0,0,0,206,118,31,0,0,30Å`40%,0,0,0,53,54,55,0,5,30Å`40%,0,0,0,47,139,84,9,0
40Å`50%,0,0,0,0,377,77,27,0,40Å`50%,0,0,0,0,306,101,0,0,40Å`50%,0,0,0,186,626,187,0,0,40Å`50%,0,0,0,409,584,205,0,4,40Å`50%,0,0,0,128,527,59,0,0,40Å`50%,0,0,0,187,308,145,0,1,40Å`50%,0,0,0,205,233,0,0,0,40Å`50%,1,0,0,442,234,0,0,0,40Å`50%,1,0,0,319,83,0,0,0,40Å`50%,0,0,0,166,116,0,0,0,40Å`50%,0,0,0,49,51,0,0,7,40Å`50%,0,0,0,39,248,139,25,0
50Å`60%,0,0,0,216,457,46,0,1,50Å`60%,0,0,0,246,395,120,0,0,50Å`60%,0,0,0,178,487,225,0,0,50Å`60%,3,0,0,290,388,222,0,5,50Å`60%,0,0,0,76,433,131,0,0,50Å`60%,0,0,0,271,391,227,0,3,50Å`60%,0,0,0,122,328,0,0,0,50Å`60%,5,0,0,59,252,0,0,0,50Å`60%,0,0,0,0,69,0,0,0,50Å`60%,0,0,0,135,114,0,0,0,50Å`60%,0,0,0,45,49,0,0,5,50Å`60%,0,1,16,31,356,44,36,1
60Å`70%,0,0,0,158,366,47,0,3,60Å`70%,0,0,0,167,314,72,0,2,60Å`70%,10,0,0,207,432,67,0,7,60Å`70%,23,0,0,241,370,109,0,9,60Å`70%,19,0,0,138,228,113,0,0,60Å`70%,0,0,0,105,279,134,0,1,60Å`70%,0,0,0,152,404,0,0,0,60Å`70%,5,0,0,0,35,0,0,0,60Å`70%,0,0,0,0,62,0,0,0,60Å`70%,0,0,0,104,112,0,0,0,60Å`70%,0,0,0,41,117,0,0,6,60Å`70%,0,1,51,99,308,62,43,0
70Å`80%,0,0,0,101,252,51,0,4,70Å`80%,0,0,0,89,233,69,0,2,70Å`80%,0,0,0,236,378,56,0,7,70Å`80%,12,0,0,191,351,67,0,2,70Å`80%,3,0,0,201,193,95,0,0,70Å`80%,0,0,0,64,230,41,0,0,70Å`80%,10,0,0,0,0,0,0,22,70Å`80%,13,0,0,0,0,0,0,0,70Å`80%,0,0,0,0,55,0,0,1,70Å`80%,0,0,0,72,110,0,0,0,70Å`80%,0,0,0,37,185,0,0,8,70Å`80%,0,0,36,175,260,201,14,0
80Å`90%,2,0,0,190,138,59,0,1,80Å`90%,8,0,0,170,304,66,0,7,80Å`90%,0,0,0,264,306,46,0,16,80Å`90%,2,0,0,54,113,140,0,20,80Å`90%,9,0,0,0,0,77,0,20,80Å`90%,4,0,0,0,269,0,0,0,80Å`90%,7,0,0,0,0,0,0,28,80Å`90%,0,0,0,0,0,0,0,12,80Å`90%,0,0,0,0,48,0,0,0,80Å`90%,0,0,0,41,108,0,0,0,80Å`90%,0,0,0,32,323,0,0,0,80Å`90%,0,0,24,185,274,136,19,0
